Species,TotalMiss
Ablautus_rufotibialis_JC5 ,45.982536
Afroestricus_chiastoneurus_PC10 ,41.630308
Agrostomyia_sp_JC2 ,43.133195
Amathomyia_antennata_LC1 ,25.134958
Amphisbetetus_sp_FC12 ,44.221394
Apiocera_parkeri_transcriptome ,63.258341
Apiocera_sp_CC6 ,54.434995
Apiocera_sp_GC6 ,42.579140
Aplestobroma_sp_BC1 ,38.026110
Apothechyla_sp_F9 ,49.949088
Atomosia_sp_EC4 ,25.590603
Austrosaropogon_sp_FC5 ,56.724025
Backomyia_sp_KC10 ,48.646435
Bathypogon_sp_DC7 ,55.746182
Bohartia_martini_EC2 ,57.528940
Bombylis_major_transcriptome ,64.588868
Broticosia_sp_FC8 ,62.290168
Callinicus_sp_CC3 ,53.814386
Ceraturgus_sp_BC6 ,73.440655
Choerades_sp_GC11 ,43.088256
Chrysopogon_sp_BC2 ,49.258511
Chylophaga_sp_JC9 ,42.892574
Chylophaga_sp_KC5 ,39.545493
Comantella_sp_KC8 ,49.102079
Cophura_sp_EC10 ,60.783868
Cyrtopogon_sp_F3 ,68.475781
Daptolestes_limbipennis_EC11 ,44.838022
Daptolestes_sergius_IC6 ,38.326460
Dasypogon_diadema_GC8 ,41.005148
Dicolonus_sparsipilosus_EC12 ,45.895503
Dioctria_formicaphaga_EC7 ,61.843056
Dioctria_hyalipennis_FC2 ,67.898404
Diogmites_sp_IC8 ,44.053585
Eccritosia_zamon_JC3 ,31.905913
Echthodopa_formosa_EC5 ,47.744248
Eucyrtopogon_sp_JC12 ,43.885776
Eudioctria_media_transcriptome ,64.857931
Eudioctria_nitida_AK1 ,54.869592
Hadrokolos_sp_LC12 ,52.195455
Holcocephala_sp_DC3 ,54.965158
Hullia_commoni_EC9 ,59.939134
Ivettea_sp_KC3 ,77.431668
Laloides_sp_KC6 ,33.606189
Lampria_rubriventris_JC4 ,41.527347
Laphria_sadales_BK1 ,35.477118
Laphria_sp_PC12 ,31.890554
Laphriinae_sp_LC11 ,34.735914
Laphystia_limatula_transcriptome ,67.852897
Laphystia_sp_JC11 ,30.849569
Lasiopogon_sp_CC4 ,30.561734
Leptogaster_sp_BC5 ,40.385108
Lestomyia_sp_KC1 ,35.739355
Lycostommyia_albifacies_PC1 ,43.444922
Maira_sp_HC4 ,37.959555
Mallophora_fautrix_IC12 ,24.738474
Metadioctria_rubida_FC6 ,80.057453
Microstylum_galactodes_HC3 ,65.923377
Mydas_clavatus_transcriptome ,67.934242
Mydidae_sp_AC6 ,34.489604
Myelaphus_melas_AC4 ,72.934384
Nannodioctria_albicornis_DC1 ,57.476606
Neoaratus_hercules_AC1 ,28.257914
Neoscleropogon_sp_DC6 ,52.833698
Nevadasilus_auriannulatus_CC1 ,29.452487
