Species,TotalMiss
BS_UCE_Acros_Acrosnemus_occultus ,76.005757
BS_UCE_Cryp31_Xanthocryptus_sp_2 ,78.683563
BS_UCE_Ich503_Camera_euryapsis ,4.756196
BS_UCE_Ich722_Paragambrus_sp ,22.605876
BS_UCE_Ich724_Mecistum_sp ,31.142560
BS_UCE_Ich725_Lipoprion_rufo_ornatus ,22.546397
BS_UCE_Ich728_Aprix_nutatoria ,28.735955
BS_UCE_Ich730_Hypsanacis_sp ,22.551328
BS_UCE_Ich731_Myrmecacis_metargas ,29.380366
BS_UCE_Ich732_Picrocryptoides_willinki ,25.863068
BS_UCE_Ich733_Neaprix_sp ,15.117634
BS_UCE_Ich738_Cremnocryptus_sp ,77.119224
BS_UCE_Ich741_Leptarthron_tuberculatum ,75.916075
BS_UCE_Ich746_Reptatrix_crassipes ,39.849668
BS_UCE_Ich748_Dochmidium_camponotus ,29.874693
BS_UCE_Ich749_Nothischnus_riverai ,49.154653
BS_UCE_Ich751_Junctivena_gallowayi ,39.359348
C0001_Agonocryptus_physocnemis ,33.350078
C0002_Bathyzonus_sp ,34.499602
C0004_Latosculum_n_sp ,15.744787
C0005_Loxopus_australis ,42.077218
C0006_Photocryptus_concinnus ,39.506968
C0009_Baltazaria_sp_1 ,42.485562
C0013_Diapetimorpha_sp_1 ,28.870323
C0014_Cryptanura_quadrimaculata ,22.266566
C0017_Polycyrtus_tuberculatus ,18.118725
C0020_Basileucus_venturii ,21.824939
C0021_Neocryptopteryx_blanchardi ,11.305404
C0026_Messatoporus_euryoikos ,28.066888
C0029_Digonocryptus_narratorius ,20.311758
C0040_Bicristella_sp ,29.658040
C0070_Cryptopteryx_columbianus ,8.493537
C0124_Eurycryptus_n_sp_1 ,35.120900
C0138_Microstenus_canaliculatus ,27.354060
C0140_Mansa_sp ,21.729711
C0142_Goryphus_sp_1 ,12.554780
C0151_Arhytis_siamensis ,44.886927
C0152_Kemalia_sp_2 ,7.055861
C0155_Torbda_geniculata ,12.460784
C0156_Amrapalia_multimaculata ,35.022898
C0158_Platymystax_sp ,13.562231
C0161_Hedycryptus_rufopetiolatus ,11.126965
C0164_Hadrocryptus_n_sp ,30.888616
C0168_Palmerella_sp ,8.505557
C0169_Myrmeleonostenus_longipetiolatus ,32.011945
C0173_Stenarella_insidiator ,6.073064
C0177_Pterocryptus_sp_1 ,12.314088
C0182_Acromia_sp_1 ,11.815447
C0183_Etha_sp ,11.238836
C0191_Pharzites_sp ,24.864553
C0201_Echthrus_n_sp ,34.175393
C0202_Thelodon_sp_1 ,14.581703
C0213_Pterocryptus_sp_2 ,19.764425
C0216_Chlorocryptus_purpuratus ,24.205965
C0218_Dinocryptus_fulgidipennis ,48.903175
C0219_Amauromorpha_accepta ,36.794029
C0224_Messatoporus_discoidalis ,11.289686
C0225_Lanugo_schlingeri ,8.602943
C0226_Pachysomoides_fulvus ,11.411727
C0227_Aritranis_sp_1 ,13.189329
C0229_Buathra_laborator ,9.021764
C0238_Vulgichneumon_sp ,7.940040
C0239_Pygocryptus_erugatus ,18.566515
C0242_Gelis_sp_2 ,9.694837
C0247_Schenkia_sp_1 ,13.426323
C0249_Jarva_sp ,12.859573
C0250_Trychosis_exulans ,11.202470
C0254_Oresbius_sp ,73.935072
C0255_Gambrus_polyphemi ,8.696939
C0256_Giraudia_sp_1 ,56.337177
C0258_Ceratomansa_n_sp ,18.006546
C0259_Allophatnus_sp_1 ,7.227520
C0260_Paraphylax_sp ,16.419093
C0270_Necolio_sp_1 ,14.407271
C0283_Digonocryptus_zopherus ,61.940570
C0287_Toechorychus_amapaeus ,17.677714
C0289_Digonocryptus_arcaeus ,8.048829
C0296_Cryptoxenodon_metamorphus ,21.589487
C0299_Coesula_fulvipes ,17.055183
C0302_Isdromas_sp ,9.786675
C0303_Platylabini ,11.604342
C0308_Whymperia_sp ,20.910867
C0309_Ischnus_cinctipes ,8.589691
C0310_Lymeon_orbus ,12.226256
C0311_Polycyrtidea_pusilla ,12.934770
C0312_Baryceros_texanus ,8.868597
