Species,TotalMiss
BS_UCE_Acros_Acrosnemus_occultus ,67.816608
BS_UCE_Cryp31_Xanthocryptus_sp_2 ,72.778968
BS_UCE_Ich503_Camera_euryapsis ,3.944202
BS_UCE_Ich722_Paragambrus_sp ,23.510479
BS_UCE_Ich724_Mecistum_sp ,33.818171
BS_UCE_Ich725_Lipoprion_rufo_ornatus ,25.483354
BS_UCE_Ich728_Aprix_nutatoria ,30.105297
BS_UCE_Ich730_Hypsanacis_sp ,26.295715
BS_UCE_Ich731_Myrmecacis_metargas ,25.156863
BS_UCE_Ich732_Picrocryptoides_willinki ,30.856537
BS_UCE_Ich733_Neaprix_sp ,16.301362
BS_UCE_Ich738_Cremnocryptus_sp ,69.531848
BS_UCE_Ich741_Leptarthron_tuberculatum ,68.810008
BS_UCE_Ich746_Reptatrix_crassipes ,40.819169
BS_UCE_Ich748_Dochmidium_camponotus ,25.102706
BS_UCE_Ich749_Nothischnus_riverai ,44.117351
BS_UCE_Ich751_Junctivena_gallowayi ,35.953518
C0001_Agonocryptus_physocnemis ,24.583569
C0002_Bathyzonus_sp ,27.422187
C0004_Latosculum_n_sp ,16.699032
C0005_Loxopus_australis ,32.359790
C0006_Photocryptus_concinnus ,30.479757
C0009_Baltazaria_sp_1 ,32.006994
C0013_Diapetimorpha_sp_1 ,22.017284
C0014_Cryptanura_quadrimaculata ,14.395024
C0017_Polycyrtus_tuberculatus ,13.593495
C0020_Basileucus_venturii ,16.247205
C0021_Neocryptopteryx_blanchardi ,12.877844
C0026_Messatoporus_euryoikos ,26.121637
C0029_Digonocryptus_narratorius ,14.109537
C0040_Bicristella_sp ,21.929858
C0070_Cryptopteryx_columbianus ,8.085692
C0124_Eurycryptus_n_sp_1 ,39.815710
C0138_Microstenus_canaliculatus ,30.646871
C0140_Mansa_sp ,15.957076
C0142_Goryphus_sp_1 ,12.544390
C0151_Arhytis_siamensis ,33.407348
C0152_Kemalia_sp_2 ,6.806032
C0155_Torbda_geniculata ,11.014831
C0156_Amrapalia_multimaculata ,31.133513
C0158_Platymystax_sp ,11.435711
C0161_Hedycryptus_rufopetiolatus ,9.891453
C0164_Hadrocryptus_n_sp ,36.093553
C0168_Palmerella_sp ,8.942926
C0169_Myrmeleonostenus_longipetiolatus ,27.331667
C0173_Stenarella_insidiator ,4.396029
C0177_Pterocryptus_sp_1 ,11.270145
C0182_Acromia_sp_1 ,11.878254
C0183_Etha_sp ,8.357253
C0191_Pharzites_sp ,26.995892
C0201_Echthrus_n_sp ,39.267947
C0202_Thelodon_sp_1 ,16.239468
C0213_Pterocryptus_sp_2 ,22.020379
C0216_Chlorocryptus_purpuratus ,20.171292
C0218_Dinocryptus_fulgidipennis ,42.053956
C0219_Amauromorpha_accepta ,29.828321
C0224_Messatoporus_discoidalis ,9.742907
C0225_Lanugo_schlingeri ,6.417646
C0226_Pachysomoides_fulvus ,9.115456
C0227_Aritranis_sp_1 ,10.347149
C0229_Buathra_laborator ,8.098071
C0238_Vulgichneumon_sp ,5.274926
C0239_Pygocryptus_erugatus ,13.759062
C0242_Gelis_sp_2 ,7.198286
C0247_Schenkia_sp_1 ,9.614477
C0249_Jarva_sp ,11.755240
C0250_Trychosis_exulans ,8.954531
C0254_Oresbius_sp ,62.523887
C0255_Gambrus_polyphemi ,5.440493
C0256_Giraudia_sp_1 ,44.315412
C0258_Ceratomansa_n_sp ,16.136569
C0259_Allophatnus_sp_1 ,7.342189
C0260_Paraphylax_sp ,12.423696
C0270_Necolio_sp_1 ,11.233782
C0283_Digonocryptus_zopherus ,53.204181
C0287_Toechorychus_amapaeus ,16.995350
C0289_Digonocryptus_arcaeus ,7.937147
C0296_Cryptoxenodon_metamorphus ,19.998762
C0299_Coesula_fulvipes ,15.111448
C0302_Isdromas_sp ,7.672549
C0303_Platylabini ,9.869017
C0308_Whymperia_sp ,20.376316
C0309_Ischnus_cinctipes ,6.769669
C0310_Lymeon_orbus ,9.538657
C0311_Polycyrtidea_pusilla ,10.774992
C0312_Baryceros_texanus ,8.517404
C0315_Acroricnus_stylator ,6.936783
C0317_Listrognathus_albomaculata ,6.741043
C0318_Mesostenus_thoracicus ,14.403534
C0324_Skeatia_rugosa ,13.207430
C0332_Diapetimorpha_alabama ,11.245387
C0333_Cubocephalus_sp_1 ,47.106837
C0335_Cryptus_albitarsis ,24.528638
C0339_Apsilops_hirtifrons ,18.257216
C0340_Hylophasma_debilis ,29.862363
C0342_Cryptohelcostizus_dichrous ,20.191408
C0346_Xanthocryptus_novozelandicus ,33.622430
C0353_Schreineria_sp ,19.382916
C0355_Cryptohelcostizus_fumipennis ,7.202928
C0357_Nematopodius_sp_2 ,5.011876
C0358_Friona_sp_1 ,25.658979
C0365_Eurycryptus_n_sp_2 ,17.619707
C0367_Ateleute_sp_4 ,34.730335
C0371_Eiphosoma_sp ,24.629216
C0376_Arthula_sp ,31.260396
C0377_Gambroides_rangaparensis ,37.620017
C0380_Stiromesostenus_nigriceps ,28.563360
C0386_Isotima_albicineta ,21.095062
C0389_Coccygodes_nobilis ,8.610245
C0410_Odontostoma_sp ,15.380687
C0415_Hoeocryptus_bellicosus ,9.175802
C0417_Piasites_carinatus ,13.258493
C0418_Debilos_soror ,21.307823
C0421_Glodianus_sp_2 ,45.024874
C0422_Priotomis_golbachi ,9.614477
C0427_Lamprocryptus_sp_2 ,37.719047
C0430_Dinocryptus_niger ,6.722475
C0431_Palpostilpnus_sp ,6.960767
C0434_Xenarthron_pectoralis ,23.707767
C0436_Cestrus_arcuatus ,9.700355
C0441_Cubocephalus_sp_2 ,14.374908
C0442_Enclisis_macilenta ,7.392478
C0443_Echthrus_reluctator ,6.777406
C0446_Mesostenus_transfuga ,8.056293
C0448_Xylophrurus_angustus ,6.539113
C0453_Helcostizus_sp ,11.124693
C0460_Joppidium_fuscipenne ,7.787827
C0466_Costifrons_sp_2 ,14.683605
C0468_Cryptus_spilocephalus ,8.582393
C0477_Nesolinoceras_laluzbrillante ,14.153637
C0479_Latibulus_sp ,10.464747
C0480_Sphecophaga_vesparum ,6.826921
C0481_Dihelus_hylaevorus ,19.877295
C0485_Calaminus_hokkaidensis ,8.977741
C0486_Gyropyga_nigra ,12.073221
C0489_Gabunia_ruficoxis ,15.720331
C0490_Larpelites_celer ,15.226726
C0496_Hoeocryptus_sp_3 ,21.981695
C0500_Lorio_austerus ,18.846758
C0504_Stiromesostenus_sp ,7.290353
C0505_Wuda_major ,42.005988
C0506_Anacis_rubripes ,17.416230
C0510_Chilecryptus_rhadinus ,23.397523
C0515_Araucacis_leptaulax ,16.581433
C0517_Bilira_sp ,32.499826
C0518_Clasis_n_sp_3 ,24.670220
C0519_Dotocryptus_bellicosus ,41.612961
C0521_Surculus_n_sp ,12.100299
C0524_Nematocryptus_exitialis ,6.404494
C0527_Paragambrus_sapporonis ,14.250346
C0528_Brussinocryptus_orientalis ,23.016100
C0529_Thrybius_togashii ,25.523586
C0532_Phaeogenes_sensu_strictu ,10.666677
C0533_Vulgichneumon_terminalis ,10.536699
C0535_Phaeogenes_sensu_latu ,12.674367
C0536_Polytribax_contiguus ,14.661168
C0537_Labena_grallator ,17.769800
C0539_Netelia_sp ,20.502425
C0540_Pimpla_aequalis ,20.633950
C0541_Coelichneumon_phaenomenon ,9.418737
C0542a_Deleboea_sp ,59.760315
C0543_Agriotypus_armatus ,69.904760
C0546_Brachycyrtus_ornatus ,76.676750
C0547_Polyaulon_sp ,71.559654
C0548_Endasys_sp ,57.890339
C0549_Bathythrix_sp ,59.386629
C0550_Trogomorpha_trogiformis ,66.114520
C0551_Limonethe_maurator ,72.087302
C0552_Dichrogaster_sp ,68.526843
C0553_Acrolyta_sp ,43.242323
C0554_Hemiteles_sp ,79.178046
C0555_Phygadeuon_sp ,70.852514
C0556_Cyclaulus_n_sp ,10.952937
C0561_Osprynchotus_objurgator ,55.785939
C0562_Dineotropica_lissa ,25.864777
C0568_Iaria_sp ,16.987613
C0571_Thrybius_praedator ,42.822217
CNC_UCE_005_Synechocryptus_erberi ,64.964063
D003_Digonocryptus_zatheos ,21.960032
D019_Digonocryptus_pontagus ,34.575600
V176_Gerdius_n_sp_sp ,5.317478
INPA_A_002_Fortipalpa_exelysae ,14.156731
INPA_A_004_Trypha_atriceps ,21.614972
INPA_A_010_Camera_sp ,14.527322
INPA_A_012_Hercana_atroflava ,20.693524
INPA_A_014_Harpura_atriceps ,19.664534
NHM_Ich_UCE_41_Cryptinae_Strabotes_rupelae ,31.772570
V070_Cryptinae_Melanocryptus_aurantium ,23.248203
V116_Stomacis_sp ,65.835222
V132_Idiolispa_sp ,14.989207
V148_Polyphrix_cristata ,20.490820
V156_Xoridesopus_asperus ,21.075720
V172_Gerdius_sp ,32.666940
V193_Zonocryptus_luctor ,13.280156
V195_Gessia_n_sp ,10.753329
V266_Aeglocryptus_cleonis ,26.783131
BS_UCE_Cryp29_Cryptinae_Spathacantha_n_sp ,90.930191
BS_UCE_Ich451_Schreineria_sp ,34.948512
BS_UCE_Ich456_Eurycryptus_sp ,35.180615
BS_UCE_Ich502_Toechorychus_stramineous ,33.102520
BS_UCE_Ich710_Dagathia_philippina_philippina ,93.682932
BS_UCE_Ich720_Tanepomidos_assamensis ,94.644612
BS_UCE_Ich742_Buysmania_oxymora ,73.820337
BS_UCE_Ich743_Afretha_excavata ,92.038096
BS_UCE_Ich745_Nelophia_compsa ,73.271800
BS_UCE_Ich747_Caenopelte_pallinorsa ,84.623955
BS_UCE_Ich750_Periplasma_tanaum ,66.583368
C0003_Lymeon_cinctipes ,38.665253
C0084_Distictus_tibialis ,67.711388
C0153_Picardiella_sp_1 ,10.096477
C0231_Rhytura_sp ,40.284558
C0233_Gelis_sp_1 ,65.426721
C0257_Campoletis_sp ,38.710900
C0264_Gavrana_sp ,17.684696
C0266_Stenarella_victoriae ,15.066575
C0297_Tamaulipeca_n_sp ,19.859500
C0343_Mallochia_frontalis ,10.350243
C0350_Necolio_sp_2 ,44.651188
C0354_Hadrocryptus_sp ,33.488584
C0379_Microstenus_falsosus ,22.769297
C0406_Anepomias_splendidus ,62.827942
C0488_Acorystus_albicornis ,5.821141
C0492_Hidryta_fusiventris ,16.017423
C0494_Trachysphyrus_agenor ,9.288759
C0507_Itamuton_rufitibia ,43.766876
C0511_Anacis_festiva ,51.608860
C0530_Hemigaster_taiwana ,12.785777
C0531_Linycus_exhortator ,12.645741
C0534_Dicaelotus_sp ,62.267800
C0538_Odontocolon_albotibiale ,10.554494
C0542_Adelognathus_sp ,69.647900
C0544_Euceros_n_sp ,75.534030
C0545_Microleptes_sp ,75.106961
V075_Melanocryptus_tupan ,36.859493
V054_Tsirambia_acaulis ,19.689292
