Species,TotalMiss
Aplogompha_lafayi_FLAJ145 ,72.105534
Aplogompha_sp_FLAJ101 ,8.192640
Argyrotome_arcuata_FLAJ46 ,60.613518
Argyrotome_alba_FLAJ90 ,11.719510
Argyrotome_cf_arcuata_FLAJ102 ,54.698678
Argyrotome_mira_FLAJ76 ,2.365078
Argyrotome_cf_mira_FLAJ91 ,2.894466
Argyrotome_cf_prospectata_FLAJ95 ,8.679105
Argyrotome_ferruginea_FLAJ136 ,50.465003
Argyrotome_melae_FLAJ61 ,7.016540
Argyrotome_prospectata_FLAJ94 ,3.692840
Argyrotome_tenebrosa_FLAJ141 ,65.156241
Iridopsis_defectaria_FLAJ109 ,19.015052
Lomographa_sp_FLAJ92 ,12.811194
Lomographa_sp_FLAJ93 ,9.028215
Opisthoxia_metargyria_FLAJ77 ,4.764494
Opisthoxia_claudiaria_FLAJ24 ,5.714531
Opisthoxia_salubaea_FLAJ52 ,3.057575
Ophthalmoblysis_ibarrai_FLAJ82 ,7.624621
Ophthalmoblysis_lydius_FLAJ35 ,76.591026
Opisthoxia_vitenaria_FLAJ58 ,0.499342
Opisthoxia_amphiaria_FLAJ18 ,66.989069
Opisthoxia_asopis_FLAJ50 ,2.811481
Opisthoxia_bracteata_FLAJ26 ,21.779317
Opisthoxia_cassandra_FLAJ51 ,2.668403
Opisthoxia_cf_bella_FLAJ99 ,33.305672
Opisthoxia_cf_trimaculata_FLAJ29 ,1.530933
Opisthoxia_contariata_FLAJ131 ,55.004865
Opisthoxia_corinnaria_FLAJ110 ,56.754707
Opisthoxia_danaeata_FLAJ27 ,47.237166
Opisthoxia_dora_FLAJ17 ,57.485835
Opisthoxia_eusiraria_FLAJ97 ,3.561209
Opisthoxia_formosante_FLAJ54 ,1.777027
Opisthoxia_miletia_FLAJ48 ,1.605334
Opisthoxia_nr_uncinata_FLAJ146 ,26.492302
Opisthoxia_saturniaria_FLAJ80 ,48.364620
Opisthoxia_uncinata_FLAJ55 ,2.247754
Opisthoxia_amphiaria_FLAJ19 ,58.113947
Palyas_pallicosta_FLAJ119 ,63.459337
Phrygionis_auriferaria_FLAJ83 ,30.959194
Phrygionis_auriferaria_FLAJ84 ,21.155497
Phrygionis_cf_polita_FLAJ70 ,4.617124
Phrygionis_dominica_FLAJ122 ,2.844388
Phrygionis_paradoxata_FLAJ04 ,22.207120
Phrygionis_paradoxata_FLAJ124 ,50.499342
Phrygionis_platinata_FLAJ02 ,58.268471
Phrygionis_platinata_FLAJ86 ,1.938705
Phrygionis_platinata_platinata_FLAJ107 ,66.768729
Phrygionis_polita_FLAJ07 ,4.298060
Phrygionis_privignaria_FLAJ57 ,3.858811
Phrygionis_privignaria_FLAJ67 ,3.452470
Pityeja_histrionaria_FLAJ88 ,19.757626
Pityeja_nazada_FLAJ87 ,31.352658
Plutodes_costatus_FLAJ150 ,8.212671
Plutodes_costatus_FLAJ151 ,27.951697
Tasta_micaceata_FLAJ148 ,25.107308
Tasta_micaceata_FLAJ149 ,8.126824
Argyrotome_melae_FLAJ59 ,9.797974
Opisthoxia_cf_mononaria_FLAJ62 ,1.087392
Opisthoxia_danaeata_FLAJ37 ,57.145310
Opisthoxia_hybridata_FLAJ79 ,3.868826
Opisthoxia_cf_boliviari_FLAJ22 ,49.874091
Opisthoxia_cf_boliviari_FLAJ98 ,16.546958
Opisthoxia_cf_mononaria_FLAJ100 ,2.153322
Opisthoxia_metargyria_FLAJ133 ,49.648028
Opisthoxia_sp_FLAJ63 ,1.772735
Palyas_micaceraria_FLAJ89 ,3.453900
Palyas_divitaria_FLAJ118 ,75.422080
Phrygionis_cf_polita_FLAJ78 ,2.257769
Opisthoxia_claudiaria_FLAJ115 ,74.317518
Argyrotome_mexicaria_FLAJ96 ,24.280318
Ophthalmoblysis_croesus_FLAJ34 ,82.827791
Opisthoxia_formosante_FLAJ117 ,72.094088
