Species,TotalMiss
Acanthognathus_ocellatus_CASENT0636076 ,5.8507209
Acanthomyrmex_sp_FMNHINS0003471823 ,8.3950172
Acanthoponera_minor_CASENT0633283 ,6.2311402
Acanthostichus_serratulus_CASENT0732042 ,5.0898821
Acromyrmex_octospinosus_FMNHINS0003145509 ,6.9326593
Acropyga_sp_FMNHINS0003471605 ,3.9847316
Adelomyrmex_longinoi_CASENT0634310 ,9.3299461
Adetomyrma_caputleae_CASENT0500384 ,7.8933794
Adlerzia_froggatti_CASENT0227591 ,8.7444871
Aenictogiton_sp_CUIC000002024 ,9.9025095
Aenictus_sp_FMNHINS0003471835 ,6.6476672
Agraulomyrmex_tz01_CASENT0217051 ,75.3269027
Allomerus_octoarticulatus_FMNHINS0003145672 ,5.9629123
Amblyopone_sp_FMNHINS0003471760 ,8.3266706
Amoimyrmex_striatus_USNMENT00924113 ,67.8436025
Ampulex_compressa_CUICBND1382 ,68.6534444
Ancyridris_polyrhachioides_CASENT0106303 ,18.0821706
Aneuretus_simoni_RA0258atMCZ ,3.7435845
Anillomyrma_sp_CUIC000002091 ,19.6631677
Anochetus_mayri_FMNHINS0003165063 ,3.3928249
Protanilla_boltoni_CASENT0217032 ,9.3222088
Anonychomyrma_gilberti_FMNHINS0003145264 ,3.2097078
Anoplolepis_gracilipes_FMNHINS0003471834 ,11.2771774
Aphaenogaster_pythia_FMNHINS0003145019 ,5.1994945
Aphomomyrmex_afer_CASENT0217049 ,66.2497098
Apis_mellifera_CUIC000115660 ,24.7852887
Apomyrma_stygia_RA0120atMCZ ,28.5572434
Apterostigma_sp_FMNHINS0003145668 ,6.4542336
Aretidris_buenaventei_CASENT0106232 ,6.2491940
Atopomyrmex_mocquerysi_FMNHINS0003471580 ,4.2606969
Atta_cephalotes_FMNHINS0003145587 ,4.4683156
Axinidris_lignicola_RA0253atMCZ ,28.8125758
Azteca_trigona_FMNHINS0003165069 ,8.8412039
Bajcaridris_theryi_CASENT0235255 ,73.8078044
Basiceros_manni_INB0003621345 ,5.5154360
Blepharidatta_brasiliensis_USNMENT00439550 ,74.4383979
Bothriomyrmex_meridionalis_RA0342atMCZ ,9.7451835
Bothroponera_sp_FMNHINS0003471536 ,7.0474299
Brachycistis_timberlakei_CASENT0106315 ,20.5735950
Brachymyrmex_depilis_CASENT0106038 ,66.4147732
Brachyponera_sennaarensis_FMNHINS0003165604 ,4.6075878
Calomyrmex_sp_FMNHINS0003145024 ,4.5173188
Calyptomyrmex_sp_CUIC000115661 ,33.5413819
Camponotus_floridanus_FMNHINS0003145311 ,5.9629123
Cardiocondyla_emeryi_FMNHINS0003145316 ,10.5563150
Carebara_affinis_FMNHINS0003471657 ,3.4134578
Cataglyphis_iberica_RA0387atMCZ ,5.2652619
Cataulacus_sp_FMNHINS0003165593 ,4.8964486
Centromyrmex_brachycola_CUIC000008876 ,2.5907203
Cephalotes_varians_FMNHINS0003144775 ,2.5829830
Cerapachys_antennatus_CASENT0384548 ,4.9583473
Cheliomyrmex_megalonyx_CASENT0732024 ,4.7300957
Chrysapace_cf_jacobsoni_CASENT0391566 ,3.5927063
Chrysis_sp_USNMENT01248288 ,52.1174529
Chyphotes_sp_CASENT0501449 ,24.3777887
Cladomyrma_petalae_CASENT0235222 ,49.6853481
Colobopsis_obliqua_FMNHINS0003145306 ,6.9816625
Colobostruma_sp_RA0376atMCZ ,7.0229283
Crematogaster_ashmeadi_FMNHINS0003145329 ,6.6309029
Cryptopone_butteli_CASENT0635385 ,6.7056973
Cyatta_abscondita_USNMENT00693058 ,71.9933975
Cylindromyrmex_darlingtoni_CASENT0756069 ,4.7713615
Cyphoidris_exalta_CASENT0405993 ,6.0738143
Cyphomyrmex_minutus_FMNHINS0003144816 ,5.6856575
Dacatria_templaris_CASENT0235148 ,7.3814252
Dacetinops_sp_CUIC000115662 ,10.0520981
Daceton_armigerum_FMNHINS0003165241 ,5.1375957
Dasypoda_visnaga_CUICBND977 ,69.2247182
Diacamma_sp_FMNHINS0003165527 ,5.1840198
Dicroaspis_km01_CASENT0145951 ,6.9133160
Dilobocondyla_sp_RA0395atMCZ ,2.8060764
Dinomyrmex_gigas_FMNHINS0003471788 ,6.7443840
Dinoponera_quadriceps_RA0996atMCZ ,6.6012431
Diplomorium_longipenne_CASENT0217046 ,4.4528409
Discothyrea_horni_CASENT0636089 ,5.7810848
Dolichoderus_bispinosus_FMNHINS0003165075 ,5.7488458
Dolopomyrmex_pilatus_RA0719atMCZ ,34.0907332
Dorylus_sp_FMNHINS0003471567 ,5.6108632
Dorymyrmex_bureni_FMNHINS0003145346 ,7.6238620
Eburopone_sp_CASENT0732012 ,4.9261084
Echinopla_australis_FMNHINS0003471654 ,5.4986718
Eciton_burchellii_FMNHINS0003471851 ,6.9133160
Ectatomma_tuberculatum_FMNHINS0003165706 ,3.2380780
Ectomomyrmex_sp_CUIC000115663 ,6.8488381
Epopostruma_quadrispinosa_group_CASENT0625856 ,74.1289041
Euprenolepis_sp_FMNHINS0003471830 ,6.3330152
Eurhopalothrix_procera_FMNHINS0003471708 ,7.6573905
Eusphinctus_sp_CASENT0285681 ,5.7488458
