Species,TotalMiss
PROS_0003G ,78.7651792
VITA_0010G ,18.1819058
VITA_0024G ,17.3766597
VITA_0044G ,16.8999816
VITA_0038G ,16.9433410
NHAN_0002G ,74.2975088
VITA_0035G ,17.1751417
VITA_0007G ,37.9977040
EUPA_0003G ,17.9702018
PROS_0002G ,20.9267625
PTER_0007G ,17.7591860
VITA_0032G ,24.7824459
VITA_0011G ,66.5097469
VITA_0001G ,30.8036218
VITA_0023G ,18.0039257
PTER_0003G ,92.2262783
PTER_0004G ,17.4405288
APH_3056G ,15.4850885
VITA_0015G ,69.7208205
EUPA_0001G ,38.1357659
VITA_0028G ,17.2077645
VITA_0002G ,20.7523614
VITA_0005G ,49.4587645
VITA_0039G ,60.0255201
AUMS_10968G ,14.3315907
ACAN_0001G ,17.2485086
VITA_0034G ,55.0676820
VITA_0004G ,16.0699587
PTER_0006G ,17.8503096
VITA_0018G ,17.1189810
VITA_0020G ,16.4771241
VITA_0036G ,16.9927569
VITA_0042G ,17.7823110
VITA_0026G ,19.4449721
VITA_0040G ,73.5689332
PROS_0004G ,72.5833671
EUPA_0002G ,32.4245753
VITA_0016G ,55.8246133
VITA_0043G ,14.2289046
PTER_0005G ,17.1911090
VITA_0045G ,19.5669290
APH_0645G ,14.3905044
VITA_0029G ,69.5661031
VITA_0017G ,17.1902831
PROS_0001G ,24.2274455
VITA_0021G ,16.5641182
PTER_0009G ,16.9129206
VITA_0009G ,16.6753385
NHAN_0003G ,17.2870503
VITA_0019G ,17.0950300
VITA_0025G ,17.1166409
VITA_0030G ,18.0358603
VITA_0014G ,18.2172815
VITA_0008G ,20.4942697
VITA_0022G ,27.0167629
LASI_0002G ,20.5717660
APH_3004G ,15.3690505
LASI_0001G ,17.8450789
NHAN_0001G ,17.6697142
VITA_0037G ,17.2534639
PTER_0002G ,80.8505601
VITA_0027G ,34.7405181
VITA_0013G ,17.0190479
