Species,TotalMiss
Maratus_sp_JXZ159a ,14.7938597
Sinopoda_sp_ZYL139 ,40.8009033
Allagelena_difficilis_JXZ592a ,60.0499504
Trichonephila_clavipes ,15.5481509
Plexippoides_regius_JXZ423 ,59.1621961
Zelotes_wuchangensis_ZYL173 ,21.9916984
Rhomphaea_sp_JXZ609 ,35.8177948
Argiope_bruennichi ,16.2048450
Chericanthium_insigne_ZYL082 ,4.8392993
Xysticus_kansuensis_ZYL191 ,52.1835543
Stegodyphus_mimosarum ,10.9035630
Attulus_sinensis_JXZ421 ,13.3190743
Cheiracanthium_taegense_ZYL137 ,18.8756261
Marpissa_milleri_JXZ425 ,8.3015482
Ovia_alboannulata_JXZ610 ,13.8008522
Plator_insolens_JXZ602b ,24.1614580
Hahnia_zhejiangensis_ZYL162 ,32.8440143
Attulus_fasciger_JXZ416 ,5.3550121
Tetragnatha_praedonia_JXZ594 ,64.9240812
Ummeliata_feminea_JXZ604 ,58.0261381
Anelosimus_studiosus ,19.2965697
Calommata_signata_JXZ606 ,76.0156652
Pisaura_bicornis_ZYL165 ,48.9512621
Pardosa_pseudoannulata ,13.7532607
Parasteatoda_tepidariorum ,11.3154711
Araneus_ventricosus ,21.7404979
Clubiona_pseudogermanica_YCH205 ,7.9507504
Corythalia_opima_JXZ418 ,19.1093074
Anahita_fauna_ZYL195a ,29.9158941
Matidia_sp_ZYL148 ,22.0971584
Mallinella_zhui_ZYL190 ,25.9264138
Spartaeus_jaegeri_JXZ588 ,14.3331876
Acanthoscurria_geniculata ,57.1165882
Synagelides_agoriformis_JXZ424 ,4.9082725
Trichonephila_clavata_JXZ596 ,52.4654479
Habronattus_ophrys_JXZ426 ,62.3359299
Pardosa_laura ,9.5129249
Thiania_bhamoensis_JXZ591 ,41.4421473
Telamonia_caprina_JXZ569 ,14.8669713
Latrodectus_hesperus ,39.4108859
Argyroneta_aquatica ,8.1593944
Oxyopes_sushilae_ZYL174 ,18.6410482
Thanatus_sp_YHD021 ,19.4852115
Stegodyphus_dumicola ,13.2955544
Myrmarachne_formicaria_JXZ414 ,10.6107027
Pholcus_manueli_JXZ600 ,66.3930039
Dictyna_foliicola_ZYL194 ,60.2915636
Dysdera_silvatica ,62.5809228
Evarcha_albaria_JXZ412 ,6.2967035
Portia_heteroidea_JXZ415 ,4.0067235
Parabathippus_shelfordi_JXZ417 ,51.5680373
Hamadruas_sikkimensis_JXZ616 ,21.7366354
Oxytate_parallela_ZYL156 ,36.7176195
Mendoza_nobilis_JXZ419 ,8.3935585
Loxosceles_reclusa ,59.3395952
Pireneitega_luctuosa_ZYL167 ,28.1334880
Orthobula_crucifera_JXZ601 ,30.9075221
