Species,TotalMiss
AKH03_L2_S2 ,94.580946
AKH04_L1_S3 ,84.572608
AKH05_L2_S21 ,84.861077
AKH06_L1_S22 ,70.533097
AKH58_L1_S59 ,30.333656
AM0001_L1_S1 ,18.462035
AM0004_L1_S41 ,15.356787
AM0005_L1_S11 ,17.692111
AM0009_L1_S9 ,46.060276
AM0010_L1_S3 ,45.037521
AM0011_L1_S31 ,91.549665
AM0016_L1_S41 ,25.656957
AM0017_L1_S1 ,16.731219
AM0018_L1_S1 ,13.677748
AM0020_L1_S12 ,10.331773
AM0024_Cl_S1 ,17.938890
AM0028_L1_S23 ,17.692111
AM0029_L1_S33 ,11.429839
AM0040_L1_S11 ,60.970575
AM0049_L1_S2 ,11.263751
AM0051_L1_S11 ,24.567632
AM0054_L1_S1 ,16.581269
AM0055_L1_S15 ,48.493773
AM0062_L1_S22 ,14.461793
AM0067_L1_S4 ,8.943221
AM0071_L1_S3 ,13.781974
AM0072_A_S4 ,44.270287
AM0073_L1_S24 ,14.972162
AM0084_L1_S13 ,79.058070
AM0088_L1_S22_L1_S4 ,73.394255
AM0091_L1_S16 ,85.528793
AM0100_L1_S7 ,11.870949
AM0101_L1_S8 ,58.916996
AM0108_L1_S5 ,84.101240
AM0121_L1_S28 ,69.590360
AM0128_L1_S16 ,14.028753
AM0130_L1_S17 ,9.596143
AM0136_L1_S5 ,17.602679
AM0137_L1_S9 ,9.779042
AM0140_L1_S28 ,16.920170
AM0141_L1_S29 ,16.920842
AM0142_L1_S37 ,22.626348
AM0144_L1_S18 ,17.978563
AM0145_L1_S38 ,21.755561
AM0147_L1_S5 ,85.341860
AM0150_L1_S23 ,18.952231
AM0164_L2_S40 ,86.581135
AM0165_L1_S6 ,90.463030
AM0167_L1_S10 ,25.994513
AM0168_L1_S19 ,12.560854
AM0170_L1_S30 ,14.625192
AM0173_L1_S14_L1_S9 ,64.373706
AM0178_L1_S48 ,25.589042
AM0182_L1_S7 ,40.208854
AM0193a_L1_S8 ,24.626133
AM0194_L1_S20 ,86.692084
AM0195_L1_S40 ,81.808279
AM0196_L1_S40 ,23.782243
AM0196a_L1_S6 ,71.491971
AM0198_L1_S27_L1_S11 ,66.240351
AM0201_S3 ,17.416418
AM0202_S29 ,17.279916
AM0203_S30 ,16.836790
AM0205_S11 ,79.997445
AM0206_S2 ,8.699131
AM0207_S8 ,26.400656
AM0208_S9 ,16.674736
AM0209_S3 ,16.099142
AM0210_S10 ,20.486027
AM192a_L2_S43 ,91.142177
AM194a_L2_S9 ,20.181420
AM204_L2_S20 ,28.343285
ENT120_AKH30 ,68.587778
ENT121_L1_S14 ,43.033702
ENT128_L1_S2 ,71.914925
ENT129_L1_S3 ,28.018505
ENT130_L1_S4 ,34.745421
ENT131_L1_S5 ,35.920143
ENT132_L1_S6 ,43.241480
ENT133_L1_S4 ,26.270879
ENT134_L1_S1 ,22.996181
ENT135_L1_S19 ,30.456037
ENT138_L1_S8 ,26.640039
ENT139_L1_S5 ,24.410958
ENT141_L1_S9 ,25.217193
ENT161_L1_S15 ,16.449474
ENT184_L1_S15 ,39.547863
ENT217_L1_S14 ,22.696953
ENT247_L1_S31 ,27.965384
ENT256_L1_S25 ,42.647059
ENT83_L1_S22 ,78.098523
ENT84_AKH02 ,82.111541
ENT85_L1_S24 ,41.346594
JDL71_S9 ,78.742032
diochus_sp ,56.626052
lathrobium_brunnipes ,12.407542
othius_punctulatus ,47.126738
paederus_litocharis ,67.139380
philonthus_decorus ,36.819172
quedius_fuliginosus ,62.028968
