Species,TotalMiss
PROS_0003G ,82.7706155
VITA_0010G ,18.5945488
VITA_0024G ,17.8465737
VITA_0044G ,17.5070420
VITA_0038G ,17.5756795
NHAN_0002G ,76.3507696
VITA_0035G ,17.7306851
VITA_0007G ,39.4956286
EUPA_0003G ,18.9319785
PROS_0002G ,21.6981339
PTER_0007G ,17.8086449
VITA_0032G ,25.5446674
VITA_0011G ,67.9871389
VITA_0001G ,31.5737090
VITA_0023G ,18.6311068
PTER_0003G ,93.0805901
PTER_0004G ,18.2411251
APH_3056G ,15.3795535
VITA_0015G ,71.1940001
EUPA_0001G ,39.1022653
VITA_0028G ,17.6037377
VITA_0002G ,21.7992166
VITA_0005G ,54.0646929
VITA_0039G ,61.6787034
AUMS_10968G ,15.3144804
ACAN_0001G ,17.9312967
VITA_0034G ,56.3901425
VITA_0004G ,16.8029363
PTER_0006G ,18.2052983
VITA_0018G ,17.6019098
VITA_0020G ,16.7083427
VITA_0036G ,17.6846221
VITA_0042G ,18.3574707
VITA_0026G ,19.5591297
VITA_0040G ,75.2323713
PROS_0004G ,74.7482530
EUPA_0002G ,33.1625164
VITA_0016G ,58.1549764
VITA_0043G ,13.9886159
PTER_0005G ,17.2421798
VITA_0045G ,20.2658858
APH_0645G ,14.4770297
VITA_0029G ,72.0817179
VITA_0017G ,17.0910128
PROS_0001G ,25.2881221
VITA_0021G ,16.9135241
PTER_0009G ,17.4318240
VITA_0009G ,17.1130389
NHAN_0003G ,18.2732961
VITA_0019G ,17.6615906
VITA_0025G ,17.5712925
VITA_0030G ,18.4962994
VITA_0014G ,18.6668421
VITA_0008G ,21.3963482
VITA_0022G ,27.9492649
LASI_0002G ,21.6550869
APH_3004G ,15.7759328
LASI_0001G ,18.4923694
NHAN_0001G ,18.4230008
VITA_0037G ,18.0725017
PTER_0002G ,82.9875868
VITA_0027G ,35.2279478
VITA_0013G ,17.5362883
