Species,TotalMiss
Maratus_sp_JXZ159a ,14.6354748
Sinopoda_sp_ZYL139 ,40.2375399
Allagelena_difficilis_JXZ592a ,59.7318360
Trichonephila_clavipes ,15.4880566
Plexippoides_regius_JXZ423 ,59.3103694
Zelotes_wuchangensis_ZYL173 ,21.4702526
Rhomphaea_sp_JXZ609 ,35.4909372
Argiope_bruennichi ,16.2018509
Chericanthium_insigne_ZYL082 ,4.6539611
Xysticus_kansuensis_ZYL191 ,51.7046042
Stegodyphus_mimosarum ,10.8847861
Attulus_sinensis_JXZ421 ,13.1915254
Cheiracanthium_taegense_ZYL137 ,18.2293371
Marpissa_milleri_JXZ425 ,8.2245407
Ovia_alboannulata_JXZ610 ,13.0023269
Plator_insolens_JXZ602b ,23.7039274
Hahnia_zhejiangensis_ZYL162 ,32.3756646
Attulus_fasciger_JXZ416 ,5.2406443
Tetragnatha_praedonia_JXZ594 ,64.7046937
Ummeliata_feminea_JXZ604 ,57.7383999
Anelosimus_studiosus ,19.3581655
Calommata_signata_JXZ606 ,75.9892018
Pisaura_bicornis_ZYL165 ,48.4118095
Pardosa_pseudoannulata ,13.5142675
Parasteatoda_tepidariorum ,11.3985446
Araneus_ventricosus ,21.5969443
Clubiona_pseudogermanica_YCH205 ,7.7477689
Corythalia_opima_JXZ418 ,19.1856774
Anahita_fauna_ZYL195a ,29.5344011
Matidia_sp_ZYL148 ,21.3834842
Mallinella_zhui_ZYL190 ,25.3628751
Spartaeus_jaegeri_JXZ588 ,13.7920523
Acanthoscurria_geniculata ,57.2310039
Synagelides_agoriformis_JXZ424 ,4.8869284
Trichonephila_clavata_JXZ596 ,52.3801533
Habronattus_ophrys_JXZ426 ,62.5533825
Pardosa_laura ,9.3824550
Thiania_bhamoensis_JXZ591 ,41.2657561
Telamonia_caprina_JXZ569 ,14.1870898
Latrodectus_hesperus ,39.4201968
Argyroneta_aquatica ,8.1318293
Oxyopes_sushilae_ZYL174 ,17.9768627
Thanatus_sp_YHD021 ,18.8325908
Stegodyphus_dumicola ,13.1887986
Myrmarachne_formicaria_JXZ414 ,10.4566074
Pholcus_manueli_JXZ600 ,66.3041411
Dictyna_foliicola_ZYL194 ,59.8869843
Dysdera_silvatica ,62.6436468
Evarcha_albaria_JXZ412 ,6.2614491
Portia_heteroidea_JXZ415 ,3.9433132
Parabathippus_shelfordi_JXZ417 ,51.4588420
Hamadruas_sikkimensis_JXZ616 ,21.0499747
Oxytate_parallela_ZYL156 ,36.2574498
Mendoza_nobilis_JXZ419 ,8.3850728
Loxosceles_reclusa ,59.6019281
Pireneitega_luctuosa_ZYL167 ,27.6930370
Orthobula_crucifera_JXZ601 ,30.6068056
