Species,TotalMiss
PROS_0003G ,83.3655336
VITA_0010G ,18.7816052
VITA_0024G ,18.0237520
VITA_0044G ,18.0214840
VITA_0038G ,18.0208960
NHAN_0002G ,77.3378201
VITA_0035G ,17.9930918
VITA_0007G ,40.1253121
EUPA_0003G ,19.4418498
PROS_0002G ,22.3778380
PTER_0007G ,17.9898158
VITA_0032G ,26.2716007
VITA_0011G ,68.5968879
VITA_0001G ,32.2033016
VITA_0023G ,18.7576651
PTER_0003G ,92.9256393
PTER_0004G ,18.3229621
APH_3056G ,15.7420443
VITA_0015G ,71.5931046
EUPA_0001G ,39.8657503
VITA_0028G ,17.8061905
VITA_0002G ,22.0865240
VITA_0005G ,55.3657889
VITA_0039G ,62.2392202
AUMS_10968G ,15.7330562
ACAN_0001G ,18.3189300
VITA_0034G ,56.9507118
VITA_0004G ,17.1905503
PTER_0006G ,18.6351082
VITA_0018G ,17.9958638
VITA_0020G ,17.1167978
VITA_0036G ,17.7785543
VITA_0042G ,19.2155522
VITA_0026G ,19.7986842
VITA_0040G ,75.5945561
PROS_0004G ,75.7722173
EUPA_0002G ,33.6090512
VITA_0016G ,58.7087599
VITA_0043G ,14.4275193
PTER_0005G ,17.4312959
VITA_0045G ,20.7436067
APH_0645G ,14.8529822
VITA_0029G ,72.8668893
VITA_0017G ,17.2935350
PROS_0001G ,25.3995067
VITA_0021G ,17.4036597
PTER_0009G ,17.8842270
VITA_0009G ,17.5315926
NHAN_0003G ,18.6263721
VITA_0019G ,17.9038832
VITA_0025G ,17.7363860
VITA_0030G ,18.8006733
VITA_0014G ,19.0231069
VITA_0008G ,21.7070093
VITA_0022G ,28.6111848
LASI_0002G ,22.2937534
APH_3004G ,16.0389023
LASI_0001G ,18.7115487
NHAN_0001G ,19.0040387
VITA_0037G ,18.1973812
PTER_0002G ,83.2743929
VITA_0027G ,35.6735334
VITA_0013G ,17.7346220
