Species,TotalMiss
Ablautus_rufotibialis_JC5 ,41.693174
Afroestricus_chiastoneurus_PC10 ,36.845235
Agrostomyia_sp_JC2 ,35.743185
Amathomyia_antennata_LC1 ,22.222122
Amphisbetetus_sp_FC12 ,40.365848
Apiocera_parkeri_transcriptome ,63.741383
Apiocera_sp_CC6 ,46.159045
Apiocera_sp_GC6 ,37.323722
Aplestobroma_sp_BC1 ,27.147556
Apothechyla_sp_F9 ,42.287903
Atomosia_sp_EC4 ,20.932642
Austrosaropogon_sp_FC5 ,47.818878
Backomyia_sp_KC10 ,40.110836
Bathypogon_sp_DC7 ,46.539311
Bohartia_martini_EC2 ,48.903807
Bombylis_major_transcriptome ,62.543816
Broticosia_sp_FC8 ,54.009462
Callinicus_sp_CC3 ,44.673125
Ceraturgus_sp_BC6 ,67.427799
Choerades_sp_GC11 ,37.618383
Chrysopogon_sp_BC2 ,40.209056
Chylophaga_sp_JC9 ,35.561162
Chylophaga_sp_KC5 ,34.136517
Comantella_sp_KC8 ,40.794774
Cophura_sp_EC10 ,50.282496
Cyrtopogon_sp_F3 ,59.736878
Daptolestes_limbipennis_EC11 ,38.239243
Daptolestes_sergius_IC6 ,32.736202
Dasypogon_diadema_GC8 ,34.811444
Dicolonus_sparsipilosus_EC12 ,37.123677
Dioctria_formicaphaga_EC7 ,50.417662
Dioctria_hyalipennis_FC2 ,60.282947
Diogmites_sp_IC8 ,36.882181
Eccritosia_zamon_JC3 ,26.370804
Echthodopa_formosa_EC5 ,37.485920
Eucyrtopogon_sp_JC12 ,34.739356
Eudioctria_media_transcriptome ,68.259518
Eudioctria_nitida_AK1 ,46.663663
Hadrokolos_sp_LC12 ,45.448074
Holcocephala_sp_DC3 ,48.050462
Hullia_commoni_EC9 ,50.802433
Ivettea_sp_KC3 ,78.484343
Laloides_sp_KC6 ,34.614102
Lampria_rubriventris_JC4 ,36.095517
Laphria_sadales_BK1 ,32.774949
Laphria_sp_PC12 ,25.550800
Laphriinae_sp_LC11 ,29.858076
Laphystia_limatula_transcriptome ,67.672899
Laphystia_sp_JC11 ,27.670196
Lasiopogon_sp_CC4 ,23.554855
Leptogaster_sp_BC5 ,32.685740
