Species,TotalMiss
Acanthognathus_ocellatus_CASENT0636076 ,10.1810271
Acanthomyrmex_sp_FMNHINS0003471823 ,11.2106216
Acanthoponera_minor_CASENT0633283 ,7.0706171
Acanthostichus_serratulus_CASENT0732042 ,9.0293061
Acromyrmex_octospinosus_FMNHINS0003145509 ,16.4328028
Acropyga_sp_FMNHINS0003471605 ,8.6413000
Adelomyrmex_longinoi_CASENT0634310 ,11.9416846
Adetomyrma_caputleae_CASENT0500384 ,17.1447835
Adlerzia_froggatti_CASENT0227591 ,11.7364442
Aenictogiton_sp_CUIC000002024 ,16.9230052
Aenictus_sp_FMNHINS0003471835 ,15.6915627
Agraulomyrmex_tz01_CASENT0217051 ,89.4538654
Allomerus_octoarticulatus_FMNHINS0003145672 ,10.2785587
Amblyopone_sp_FMNHINS0003471760 ,12.2978870
Amoimyrmex_striatus_USNMENT00924113 ,84.9093168
Ampulex_compressa_CUICBND1382 ,84.0429818
Ancyridris_polyrhachioides_CASENT0106303 ,19.7052001
Aneuretus_simoni_RA0258atMCZ ,10.6805586
Anillomyrma_sp_CUIC000002091 ,24.8904890
Anochetus_mayri_FMNHINS0003165063 ,8.6616544
Protanilla_boltoni_CASENT0217032 ,16.3700434
Anonychomyrma_gilberti_FMNHINS0003145264 ,9.4376667
Anoplolepis_gracilipes_FMNHINS0003471834 ,16.7118280
Aphaenogaster_pythia_FMNHINS0003145019 ,9.0848567
Aphomomyrmex_afer_CASENT0217049 ,76.5699408
Apis_mellifera_CUIC000115660 ,41.0260325
Apomyrma_stygia_RA0120atMCZ ,39.9548810
Apterostigma_sp_FMNHINS0003145668 ,7.7592750
Aretidris_buenaventei_CASENT0106232 ,12.7193931
Atopomyrmex_mocquerysi_FMNHINS0003471580 ,9.3409832
Atta_cephalotes_FMNHINS0003145587 ,10.5711535
Axinidris_lignicola_RA0253atMCZ ,39.1462168
Azteca_trigona_FMNHINS0003165069 ,14.4499430
Bajcaridris_theryi_CASENT0235255 ,87.1979171
Basiceros_manni_INB0003621345 ,8.9321986
Blepharidatta_brasiliensis_USNMENT00439550 ,90.2213967
Bothriomyrmex_meridionalis_RA0342atMCZ ,13.7536521
Bothroponera_sp_FMNHINS0003471536 ,9.0076796
Brachycistis_timberlakei_CASENT0106315 ,40.6083428
Brachymyrmex_depilis_CASENT0106038 ,83.6096022
Brachyponera_sennaarensis_FMNHINS0003165604 ,7.6252751
Calomyrmex_sp_FMNHINS0003145024 ,8.1824774
Calyptomyrmex_sp_CUIC000115661 ,37.3105025
Camponotus_floridanus_FMNHINS0003145311 ,11.4408810
Cardiocondyla_emeryi_FMNHINS0003145316 ,17.1969417
Carebara_affinis_FMNHINS0003471657 ,10.0644133
Cataglyphis_iberica_RA0387atMCZ ,9.0933377
Cataulacus_sp_FMNHINS0003165593 ,8.6400278
Centromyrmex_brachycola_CUIC000008876 ,8.1366799
Cephalotes_varians_FMNHINS0003144775 ,7.1125981
Cerapachys_antennatus_CASENT0384548 ,11.1779697
Cheliomyrmex_megalonyx_CASENT0732024 ,12.6027792
Chrysapace_cf_jacobsoni_CASENT0391566 ,12.3805768
Chrysis_sp_USNMENT01248288 ,60.9958401
Chyphotes_sp_CASENT0501449 ,46.2219226
Cladomyrma_petalae_CASENT0235222 ,61.1531628
Colobopsis_obliqua_FMNHINS0003145306 ,13.3274814
Colobostruma_sp_RA0376atMCZ ,12.1426845
Crematogaster_ashmeadi_FMNHINS0003145329 ,10.6211915
Cryptopone_butteli_CASENT0635385 ,9.6564767
Cyatta_abscondita_USNMENT00693058 ,89.7820805
Cylindromyrmex_darlingtoni_CASENT0756069 ,10.8247357
Cyphoidris_exalta_CASENT0405993 ,11.2916153
Cyphomyrmex_minutus_FMNHINS0003144816 ,10.6932801
Dacatria_templaris_CASENT0235148 ,10.7344130
Dacetinops_sp_CUIC000115662 ,15.4549425
Daceton_armigerum_FMNHINS0003165241 ,7.7571548
Dasypoda_visnaga_CUICBND977 ,84.9746206
Diacamma_sp_FMNHINS0003165527 ,9.6717426
Dicroaspis_km01_CASENT0145951 ,10.4481789
Dilobocondyla_sp_RA0395atMCZ ,8.1913824
Dinomyrmex_gigas_FMNHINS0003471788 ,16.5519610
Dinoponera_quadriceps_RA0996atMCZ ,12.2775325
Diplomorium_longipenne_CASENT0217046 ,8.0527180
Discothyrea_horni_CASENT0636089 ,15.2174743
Dolichoderus_bispinosus_FMNHINS0003165075 ,14.6751138
Dolopomyrmex_pilatus_RA0719atMCZ ,38.8319955
Dorylus_sp_FMNHINS0003471567 ,14.0063862
Dorymyrmex_bureni_FMNHINS0003145346 ,13.2596334
Eburopone_sp_CASENT0732012 ,8.8194012
Echinopla_australis_FMNHINS0003471654 ,8.3898381
Eciton_burchellii_FMNHINS0003471851 ,17.4450113
Ectatomma_tuberculatum_FMNHINS0003165706 ,7.0752817
Ectomomyrmex_sp_CUIC000115663 ,9.2506605
Epopostruma_quadrispinosa_group_CASENT0625856 ,89.6667388
Euprenolepis_sp_FMNHINS0003471830 ,11.4417291
Eurhopalothrix_procera_FMNHINS0003471708 ,11.7644315
Eusphinctus_sp_CASENT0285681 ,12.4446084
Eutetramorium_mocquerysi_RA0321atMCZ ,81.0199261
Evagetes_parvus_RA0386atMCZ ,57.4596834
Forelius_maranhaoensis_VOUCHER1308 ,23.4491415
Formica_occulta_FMNHINS0003471213 ,8.9567935
Formicoxenus_provancheri_RA0230atMCZ ,10.2085904
Froggattella_kirbii_FMNHINS0003145052 ,10.6559636
Fulakora_cf_orizabana_CASENT0633398 ,13.2702346
Gauromyrmex_acanthinus_CASENT0126225 ,7.8958193
Gesomyrmex_chaperi_RA1124atMCZ ,12.0481212
Gigantiops_destructor_FMNHINS0003145673 ,43.6203731
Gnamptogenys_annulata_FMNHINS0003165073 ,18.4080298
Goniomma_hispanicum_RA0341atMCZ ,9.1264137
Gracilidris_sp_VOUCHER0549 ,16.3136447
Hagensia_havilandi_CUIC000115664 ,15.2416451
Harpagoxenus_sublaevis_CASENT0106289 ,9.1590656
Harpegnathos_sp_CUIC000115665 ,12.7092159
Heterogyna_nocticola_CUICBND1290 ,87.3281006
Heteroponera_panamensis_RA0362atMCZ ,11.1974761
Huberia_brounii_CASENT0106136 ,8.7328949
Hylomyrma_dentiloba_RA0973atMCZ ,10.2437866
Hypoponera_opacior_FMNHINS0003144838 ,12.7227855
Iberoformica_subrufa_CASENT0270631 ,72.5516387
Indomyrma_dasypyx_MCZ594236 ,20.0257823
Iridomyrmex_sanguineus_FMNHINS0003471633 ,8.6591101
Kalathomyrmex_emeryi_USNMENT00924119 ,87.5439422
Kartidris_sparsipila_CASENT0235130 ,13.0357347
Labidus_praedator_FMNHINS0003145665 ,13.5043105
Lachnomyrmex_pilosus_CUIC000115666 ,79.7604963
Lasiomyrma_in01_CASENT0366611 ,37.7095339
Lasiophanes_atriventris_CASENT0106235 ,70.1519373
Lasius_americanus_FMNHINS0000105181 ,7.6532624
Lenomyrmex_foveolatus_CASENT0625812 ,81.5622866
Lepisiota_canescens_CASENT0138305 ,78.8589651
Leptanilla_sp_RA0400atMCZ ,24.0199134
Leptanilloides_nomadus_RA0397atMCZ ,16.2318029
Leptogenys_kitteli_FMNHINS0003165525 ,13.4996459
Leptomyrmex_unicolor_FMNHINS0003145082 ,9.9062424
Leptothorax_sp_RA0366atMCZ ,10.0936727
Linepithema_humile_Genome ,69.6146654
Liometopum_luctuosum_FMNHINS0003145362 ,17.0413152
Liomyrmex_gestroi_CASENT0106198 ,11.2971279
Lioponera_cf_suscitata_CASENT0386895 ,14.3295126
Lividopone_sp_CASENT0732065 ,15.5227906
Lophomyrmex_sp_FMNHINS0003471778 ,23.9325590
Lordomyrma_sp_FMNHINS0003471826 ,10.9057293
Malagidris_jugum_CASENT0494278 ,7.4717688
Manica_hunteri_CASENT0633990 ,14.8392213
Martialis_heureka_CASENT0106181 ,22.8321481
Mayaponera_constricta_CASENT0636005 ,7.8894585
Mayriella_transfuga_RA0265atMCZ ,8.9254138
Megalomyrmex_balzani_FMNHINS0003145684 ,10.8230395
Megaponera_analis_FMNHINS0003165597 ,15.9875499
Melissotarsus_weissi_FMNHINS0003471522 ,9.0293061
Melophorus_sp_FMNHINS0003145083 ,16.2623346
Meranoplus_sp_FMNHINS0003145090 ,8.4301228
Mesoponera_sp_FMNHINS0003471709 ,11.3085773
Messor_bouvieri_RA0347atMCZ ,8.9177809
Metapone_madagascarica_RA0211atMCZ ,17.9525996
Microdaceton_ug01_CASENT0362426 ,75.0225807
Mischocyttarus_flavitarsis_CASENT0106320 ,44.4124993
Monomorium_floricola_FMNHINS0003165137 ,27.4610828
Mycetagroicus_inflatus_USNMENT00539680 ,89.1625428
Mycetarotes_parallelus_USNMENT00539651 ,83.6842351
Mycetomoellerius_zeteki_USNMENT01125246 ,84.0573995
Mycetophylax_simplex_USNMENT00538737 ,86.3209807
Mycetosoritis_hartmanni_USNMENT00924124 ,90.9134471
Mycocepurus_smithii_USNMENT00307504 ,86.8158476
Myopias_maligna_FMNHINS0003471807 ,17.2533405
Myopopone_castanea_RA0326atMCZ ,14.6047214
Myrcidris_epicharis_CASENT0106096 ,16.4158408
Myrmecia_nigrocincta_FMNHINS0003145093 ,11.3450456
Myrmecina_americana_FMNHINS0000105185 ,9.1883250
Myrmecocystus_depilis_FMNHINS0003145369 ,9.3240212
Myrmecorhynchus_emeryi_CASENT0227590 ,82.2170205
Myrmelachista_plebecula_FMNHINS0003145488 ,8.8367872
Myrmica_wheeleri_FMNHINS0003471188 ,7.6481738
Myrmicaria_natalensis_FMNHINS0003165599 ,10.0067424
Myrmicocrypta_sp_FMNHINS0003145508 ,9.9600969
Myrmoteras_sp_CUIC000009611 ,14.9367529
Neivamyrmex_opacithorax_FMNHINS0000062889 ,13.6696901
Neocerapachys_neotropicus_CASENT0732015 ,12.3725198
Neoponera_commutata_FMNHINS0003471648 ,8.8906416
Nesomyrmex_echinatinodis_FMNHINS0003165676 ,12.5328109
Nomamyrmex_esenbeckii_FMNHINS0003471328 ,13.6675699
Leptanilla_zhg_my06_CASENT0106373 ,39.0469890
Nothomyrmecia_macrops_RA0741atMCZ ,10.1916284
Notoncus_sp_RA0303atMCZ ,8.3105406
Notostigma_carazzii_CASENT0106112 ,89.6993906
Novomessor_cockerelli_FMNHINS0003145373 ,10.2895840
Nylanderia_bourbonica_FMNHINS0000062866 ,11.0456660
Ochetellus_sp_FMNHINS0003471721 ,42.6900064
Ochetomyrmex_semipolitus_CUIC000115667 ,9.4787996
Octostruma_sp_CUIC000115668 ,16.3068599
Ocymyrmex_picardi_RA0254atMCZ ,24.2883373
Odontomachus_ruginodis_FMNHINS0000078502 ,10.0885841
Odontoponera_sp_FMNHINS0003471791 ,11.0172546
Oecophylla_smaragdina_CASENT0106113 ,61.9673396
Onychomyrmex_hedleyi_FMNHINS0003145262 ,21.7843195
Ooceraea_australis_CASENT0106146 ,14.9049491
Opamyrma_hungvuong_CASENT0178347 ,21.2275412
Opisthopsis_major_FMNHINS0003145137 ,12.7965703
Orectognathus_nanus_FMNHINS0000105004 ,7.7490978
Oxyepoecus_sp_VOUCHEROLD037 ,19.4265990
Oxyopomyrmex_insularis_RA0346atMCZ ,12.3402920
Pachycondyla_impressa_FMNHINS0003471268 ,9.7425590
Paltothyreus_tarsatus_CUIC000116669 ,10.8539952
Papyrius_nitidus_FMNHINS0003145144 ,8.9211733
Paraparatrechina_sp_FMNHINS0003471578 ,10.2505714
Paraponera_clavata_FMNHINS0003165715 ,15.9218221
Parasyscia_dohertyi_CASENT0732020 ,12.9750955
Paratopula_th01_CASENT0010838 ,8.3822051
Paratrachymyrmex_cornetzi_USNMENT00439347 ,87.3145309
Paratrechina_longicornis_FMNHINS0003144862 ,20.2899657
Parvaponera_darwinii_CASENT0637361 ,15.1966958
Patagonomyrmex_angustus_RA1138atMCZ ,7.9208383
Pepsis_grossa_CASENT0106314 ,52.0110592
Perissomyrmex_snyderi_CASENT0106226 ,13.6098990
Petalomyrmex_phylax_CASENT0217048 ,75.5768146
