Species,TotalMiss
Maratus_sp_JXZ159a ,14.9351793
Sinopoda_sp_ZYL139 ,29.2437674
Allagelena_difficilis_JXZ592a ,49.3090952
Trichonephila_clavipes ,10.5453051
Plexippoides_regius_JXZ423 ,49.3699396
Zelotes_wuchangensis_ZYL173 ,13.1258573
Rhomphaea_sp_JXZ609 ,21.1498535
Argiope_bruennichi ,12.5894654
Chericanthium_insigne_ZYL082 ,4.0562971
Xysticus_kansuensis_ZYL191 ,37.5442323
Stegodyphus_mimosarum ,7.9706239
Attulus_sinensis_JXZ421 ,10.6002786
Cheiracanthium_taegense_ZYL137 ,10.9365243
Marpissa_milleri_JXZ425 ,6.5423803
Ovia_alboannulata_JXZ610 ,5.1696440
Plator_insolens_JXZ602b ,17.3129166
Hahnia_zhejiangensis_ZYL162 ,21.6819756
Attulus_fasciger_JXZ416 ,5.1285473
Tetragnatha_praedonia_JXZ594 ,48.4935660
Ummeliata_feminea_JXZ604 ,38.6159487
Anelosimus_studiosus ,18.0291733
Calommata_signata_JXZ606 ,54.8256593
Pisaura_bicornis_ZYL165 ,36.3743108
Pardosa_pseudoannulata ,9.8183740
Parasteatoda_tepidariorum ,11.1094506
Araneus_ventricosus ,15.8852068
Clubiona_pseudogermanica_YCH205 ,7.2970651
Corythalia_opima_JXZ418 ,12.5195476
Anahita_fauna_ZYL195a ,25.5285195
Matidia_sp_ZYL148 ,12.6310958
Mallinella_zhui_ZYL190 ,17.6790508
Spartaeus_jaegeri_JXZ588 ,5.7204464
Acanthoscurria_geniculata ,30.5166975
Synagelides_agoriformis_JXZ424 ,3.6874943
Trichonephila_clavata_JXZ596 ,46.8918623
Habronattus_ophrys_JXZ426 ,47.5430048
Pardosa_laura ,8.1035210
Thiania_bhamoensis_JXZ591 ,35.9110390
Telamonia_caprina_JXZ569 ,8.7834845
Latrodectus_hesperus ,29.0692399
Argyroneta_aquatica ,7.3829945
Oxyopes_sushilae_ZYL174 ,10.9146416
Thanatus_sp_YHD021 ,7.7891579
Stegodyphus_dumicola ,10.1359393
Myrmarachne_formicaria_JXZ414 ,6.8017698
Pholcus_manueli_JXZ600 ,37.4999333
Dictyna_foliicola_ZYL194 ,40.5544318
Dysdera_silvatica ,34.1193299
Evarcha_albaria_JXZ412 ,3.6154417
Portia_heteroidea_JXZ415 ,3.3891430
Parabathippus_shelfordi_JXZ417 ,46.7349477
Hamadruas_sikkimensis_JXZ616 ,18.9252947
Oxytate_parallela_ZYL156 ,25.3273058
Mendoza_nobilis_JXZ419 ,5.1269461
Loxosceles_reclusa ,32.7780832
Pireneitega_luctuosa_ZYL167 ,16.9409115
Orthobula_crucifera_JXZ601 ,27.5726798
